Number, Time, Scramble 
23745,13.24,U' L R2 D2 L2 D2 F U2 B2 L2 B D2 L2 D B2 F2 R F' D2 F2
23746,14.29,U2 L' F2 U2 F2 R2 F2 U' F2 L2 D R2 U' R2 B' U L B U2 F2 R'
23747,16.81,L' U2 F2 L2 F2 U2 R2 D2 F2 R F2 L F U L F2 U2 B' L' R F'
23748,13.44,U2 B2 D R2 B2 R2 F2 D2 F2 D' B2 D' F' D2 U' L F2 D L' F U2
23749,12.90,D' R2 U2 F2 U' B2 F2 L2 U2 B2 U' L D B2 R' B L' U2 F U2 R'
23750,13.88,U R2 D R' D2 B' R B2 R2 U2 B2 U2 B' R2 B U2 R2 F L2 D' L2
23751,13.15,R2 D' R' F2 L2 U' L2 D B2 D' L2 D' R2 U R F' U' B2 L' D2 L2
23752,19.92,L D2 R2 L' F' U' R' L2 F B2 U2 F2 B2 R D2 R F2 L2 B2 U2
23753,16.37,R B2 R D' F B' D' F2 U2 R U2 L2 F2 U2 B2 D2 R D2 B L2
23754,17.79,B2 U2 L2 B2 U B2 U F2 R2 B2 U2 F U2 L R' F R U B' F2 R'
23755,14.23,F U' R L' D F' D2 R B2 D2 R2 L2 F' U2 R2 F2 R2 B U2 D
23756,15.94,D' F' D2 B2 R2 B2 D B2 R2 D2 L2 U2 R2 F' L D' B L2 F R
23757,12.17,U' F U F U2 R' B U' F U2 B R2 D2 R2 D2 B D2 R2 F2 L
23758,15.44,R B2 D2 L2 U L2 D F2 U' L2 D2 R B D2 L' U' F' R' B2 U'
23759,15.31,U B2 F2 U F2 R2 U' L2 D2 R2 U B D2 F U L R2 B R' U2
23760,15.98,B' R2 U' F2 D' L2 D B2 L2 U B2 U2 L' B U2 L' B L2 R2 D' B'
23761,14.73,L2 F' R2 L B' U2 F2 L F2 B2 U2 R2 F2 B2 D L2 D L2 U' L' U2
23762,13.92,B2 U2 L B' U D' L' D' B R2 U B2 U L2 B2 U' R2 D F2 D2 B2
23763,14.41,D2 U2 L2 D2 B' F' U2 F R2 U R D2 U L U2 F' L' D L
23764,14.64,F2 D B2 U' F2 R2 U2 B2 F2 R2 U2 R' B R2 U B2 F U' R' F' L'
23765,16.10,D2 F D2 R2 U2 F' D2 B' U2 B2 D2 R2 L B' D F R' D U B R
23766,15.04,R' B2 R2 D' F2 U2 B2 D' L2 B2 U' L2 F2 B' L' F2 R2 D B' R2 B2
23767,14.33,U R2 U R2 B2 D' B2 L2 U B' L B' F2 U L F2 D R'
23768,13.51,F2 R2 U' L2 R2 U B2 D2 R2 U' F2 U' F L' U' R' D' B F L
23769,14.96,D2 B R D B2 L' F D2 F D2 B2 U2 B' U2 F' U2 F R2 D B
23770,12.67,D F2 U' R2 D B2 L2 U' B2 L2 U R D L' D' F' R D' B2 R'
23771,16.98,L F D' L2 F2 L2 U' L2 U' L2 F2 R2 B2 F R2 F L' R2 D R' F2
23772,15.46,F' D2 L2 R2 B' L2 B L2 U2 B R2 D B' F U' L' B2 L2 R' F
23773,15.22,R2 D2 B2 L2 R2 U F2 L2 D2 L2 U' F L' R D2 F D' U2 B' L2 F2
23774,13.79,L F' L' D' B' U B' D2 F2 R' U2 R B2 U2 F2 D2 L2 F' R
23775,12.53,U L' U' L' U2 R B' D' B2 R2 U L2 U2 L2 U' L2 U' L2 F' D
23776,15.45,B2 F2 R2 U' R2 B2 R2 F2 U' F2 B U2 L R B2 R' B' R U
23777,16.70,F U2 L' U2 L2 F2 R2 U F2 D2 F2 U' R2 B' U' F' D B' R U2
23778,16.81,R B U L2 D' L2 R2 U B2 D' L2 U L2 U' B' D B2 F' L U' F2
23779,15.12,R2 F R2 B2 R2 B' L2 F' L2 B' U2 D F' L' D2 U F' U2 R F'
23780,13.70,B2 D' R' F' L' B' R2 U L D L2 F2 U L2 U' R2 U B2 D2 R2 B2
23781,18.43,D L2 D R2 U' R2 U B2 D' L2 U' B' U' L' B U' B U' F2 L
23782,19.02,B U R B' D2 L2 F' U' R2 U L2 U' R2 D2 F2 D' F2 R2 B R2
23783,15.85,L2 D2 U2 F R2 B2 U2 R2 B' R2 D2 U' B L' D L2 B2 D R' D'
23784,14.76,U2 F2 U2 L2 D2 F' R2 B' F2 D2 R2 D L' F2 D F U' B2 U L'
23785,14.22,F' U2 F L' D' B U L' F2 B2 D2 R2 U L2 U' F2 L2 U2 R2 D' B'
23786,12.25,R U' B2 U2 F2 U' B2 L2 D F2 U F2 L F' L2 U2 L U B' L' R'
23787,13.11,U' R' F B D' L B' R F2 D' F2 U2 R2 L2 U R2 U L2 D F2
23788,14.37,D' U2 L' U2 B2 D2 L2 F2 U2 F2 D2 R' B' L U2 L' F U' L B'
23789,15.46,U' F' D2 B U2 L2 F L2 U2 L2 B U2 B2 L' U' L F' R' B' U' R'
23790,16.42,L2 B2 U L2 D2 B2 L2 D F2 R2 U2 R' D' B2 U B F' R' U' B U'
23791,18.28,D' B' U F2 R2 U2 R2 F2 U L2 U F2 L2 B L' F2 D U B R
23792,15.01,L2 B' L2 U2 R2 B' D' L F R2 U2 B2 R2 U2 D R2 F2 R2 B2 U'
23793,15.33,L' B U2 B2 D2 B2 R F2 L2 F2 D2 F2 R B D' U' F R D B' F2
23794,17.41,R' D2 F2 D2 U L2 D' F2 U L2 B' D2 R2 U B' F2 L' F' U2
23795,15.69,D R' L2 F2 D U R2 U F2 U' L2 F2 R2 F' D' B R2 U' R' F2 L2
23796,23.84,U2 R2 D2 R2 B F L2 D2 B' L2 F' U' L2 U F' L' R B' D' F D2
23797,16.35,B U2 B2 U R2 D' L2 U L2 R2 D' F2 U' L D L U R F L2 B'
23798,16.53,D R B U' F' L2 D B' R D2 L2 D2 B' L2 F2 R2 U2 F L2
23799,15.93,F' R2 F D2 B U2 B2 F' U2 R2 U' R U' R2 B L F' D' U2 F
23800,16.74,L' U2 R D' B' L B2 D' B' U' F2 L2 F2 U F2 B2 R2 F2 D'
23801,16.66,D2 L F2 L B2 L U2 L F2 R2 B2 R U' B D' L' F' D2 B' D' F'
23802,16.21,R2 U R2 F2 L2 D2 F2 D' F2 U R2 U' B' D F' D' L' F2 U2 F
23803,21.00,R' F2 L' U2 D' B D' L' D2 L2 B2 D2 F2 B D2 B L2 D2 U'
23804,13.15,U R2 D2 F2 R2 D B2 R2 D2 R2 D' B2 R U R U2 R B D R2 U
23805,16.03,L' U2 L2 D2 F2 R' B2 U2 R B2 U2 F2 B' U' B2 U' L R B U B2
23806,14.76,L' F B R F' U' B' L2 F2 D2 F2 L' B2 R2 F2 R B2 U2 B D'
23807,13.12,B2 R2 B2 R2 D' B2 D R2 D L2 U' R U' F' D L2 U2 L2 B' F
23808,13.87,R2 F2 D2 R2 F D2 B L F' D L2 U R U B' U R'
23809,14.14,U F2 U2 R2 B' U2 R2 F' R2 F R2 L' U B U2 L2 U R' D
23810,12.92,F U F L' F U2 F' U D2 R U2 R' F2 D2 L2 D2 R B2 D2 R'
23811,17.90,R2 U2 B D F B2 D R U' B2 L2 U2 R2 D L2 U' F2 U L2 U' F
23812,12.59,U R B2 R' U2 L' U2 F2 R' U2 F2 D2 B L2 D L D U L F'
23813,13.34,F' U2 F2 U R D L F2 D L2 F2 R2 F2 U' R2 U2 L2 B2 D' F U'
23814,18.86,D R U2 B2 F2 L D2 R' D2 L2 R' D2 R' U B2 F L R' B' D
23815,19.54,F2 D2 B2 L2 F2 R2 D U2 R2 D' B' R' D L' B2 U' F' R' D2 F
23816,16.90,U B2 L D2 B2 L D2 U2 F2 L U2 R B' D L2 D U' B2 U' B' D'
23817,18.05,L2 D' B2 F2 D B2 D U B' D' R2 F L' R' U2 R2 D' F
23818,14.02,L2 B D2 U2 B' L2 B' D2 B U2 F2 L U' B' D' L2 B L U F
23819,13.90,L B' L2 D2 L U2 L' F2 D2 U2 R' U2 R U' F L' D B F' R
23820,15.61,D R U2 B2 F2 D R2 D B2 D2 F2 D R2 B U' F L D2 U' R2
23821,16.21,L F' U' F2 D L2 B2 D2 F2 U' L2 R2 U' L' D2 L2 R B' D B' L'
23822,13.67,F2 U R U' R F' L F' R D2 R B2 D2 F2 L2 F2 R' L' U2
23823,16.01,F2 L2 B2 L2 D2 L2 D2 B' L2 B2 L' R' U' F' R2 B R' U' L'
23824,15.96,B' D2 F' R2 F' U2 F D2 U2 F' L2 F' U B R F' R2 D' B R2 B2
23825,15.98,L D2 R U2 L' R2 D2 B2 R' B2 F2 R' B' L U2 F' D' B R2 F R'
23826,15.27,F' U F D2 F2 D2 R2 B' R2 F' R2 D2 B' D' F R F L' U' L' R'
23827,16.14,L2 B2 L2 F' D2 B' R2 D2 U2 F' U2 B U L' U L D' R B' L B
23828,14.58,F2 R B2 D2 U2 R2 D2 R' D2 R B2 D R2 B' U2 F2 R' B L' U2 B
23829,14.71,D2 U2 L2 F2 U2 F R2 B2 D2 F' D2 R' U L2 D2 B' D2 F' U F
23830,13.30,R F' U2 R B R L U' B' D' F2 U F2 D' R2 L2 B2 U D2
23831,16.26,L' D' F B' U' B' R2 D' R2 D2 L' F2 U2 D2 L B2 R2 F2 D2 F D'
23832,15.16,R' L2 F2 U2 F U2 L2 B' R2 D2 U2 F' R U' R2 B F U2 R2 D2
23833,17.50,F R D2 B' U L' U' D2 L2 D2 L B2 U2 R B2 L2 U2 B2 L
23834,15.81,U2 L2 U2 F' U2 L2 B F2 L2 D2 B' F2 U' F' D' B' F' L F' R' F
23835,13.35,F R' B2 L2 D F' B U' B R U2 R' D2 F2 B2 L F2 R2 D2 F2 L2
23836,14.09,L2 F2 U' F2 D L2 R2 D2 R2 U R2 D' L D' B' D U2 B2 L F L'
23837,15.24,U2 B2 L2 D L2 R2 B2 U L2 D' F2 D' F' L2 B2 F R B2 L B U
23838,14.05,B2 L2 U F2 R2 D2 L2 D B2 U L D' L' F U' B' F2 L' U'
23839,16.84,U F' R2 B U2 B R2 D2 L2 U R2 D' B' L B' R D F
23840,16.89,F' D2 L2 B' R2 F L2 U2 F' U2 F2 R2 L' D' R B R F D R2 D2
23841,14.15,U2 R2 D2 F2 L2 F2 L U2 R B2 R B D' L' B D U' F' D R2
23842,16.90,L' U2 R2 U2 F' D2 R2 B' F' R2 D R B2 F U B D B' F
23843,16.45,B L F' U' F D2 L' U' F' U2 D B2 L2 D' F2 R2 B2 D' R2 U'
23844,14.82,D' L' D2 R2 U' L2 B2 F2 U R2 F2 D2 L2 F D2 L' B' D2 B R' U2
23845,13.82,B F D2 B F2 D2 R2 F2 U2 R B2 D' L F R B L' R
23846,13.30,R2 U L2 F2 L2 B2 D R2 D' B' L F R2 D U2 R2 D2 F
23847,16.52,U' L' B2 L U2 L2 B2 D2 B2 U2 L' B R U R2 D2 B2 F D
23848,12.72,B2 D L2 U' B2 D R2 F2 U' F2 B' D2 U R' B2 D' B' D L' R2
23849,13.28,R' L U' L' F U L U' L' B2 U2 L2 B2 U2 R' D2 F2 R' D2 L2
23850,15.75,L2 D' R2 D2 R2 U F2 L2 U' R2 F L F R' U' L2 D F L2 U2
23851,15.58,F D2 U2 B U2 F' L2 F2 D2 L2 F2 L B' D2 B R' D F' U' B' R
23852,16.37,B D' F2 B2 D L' F' B' L D2 L' B2 D2 R2 B2 R U2 R2 D
23853,15.22,B2 R2 B' U' R L D R U2 L2 U F2 D' L2 F2 B2 D' L2 D' R2
23854,14.36,B2 D2 R2 B U2 R2 F2 L2 B R2 D2 B2 R' D R' B L' F' R' D' F2
23855,14.79,R F2 L2 F2 D2 U2 L B2 U2 R' D2 B2 U B L' B' R D' F' U B
23856,14.34,L' F2 D2 F2 R2 B' L2 D2 U2 B R' F D' F D' U' F' L' B2
23857,18.53,D2 F' U2 F2 B R' D2 L' F U' L2 D F2 U' R2 D R2 D' B2 L2 D
23858,13.29,U L D' R' U2 L D' F2 R2 B U2 R2 F U2 F' L2 F2 R2 U F
23859,13.59,U2 L' B' L2 B' L2 F L2 F U2 B2 L2 F' D' B2 R' F2 R2 B2 R'
23860,18.30,B' U2 B' U2 B' L2 B' L2 R2 F R D' B' U' F L' U2 B' F2 L
23861,12.97,U2 F' U B2 U' F2 U' F2 L2 D' R2 U2 R2 F2 L U' R2 D B D' U
23862,16.44,U' B D2 B' R D' L U R F2 R L U2 F2 L2 F2 D2 L' B2
23863,14.26,D' R B2 U2 R2 U2 R B2 R D2 R B2 F U' L B2 L2 F2 D' L
23864,12.70,F U R' U' R' L' U F D F2 D2 R L2 U2 R2 B2 U2 F2 L2 U2
23865,15.87,B' D2 R B2 U L2 R2 F2 U F2 D R2 D2 B' F' L B U2 R
23866,14.95,D F2 D L2 R2 U B2 U' F2 U' L2 R U' F' R2 F' L B R' B' U'
23867,18.43,L2 U' F2 R2 F2 D L2 U F2 U' L' D' R B R' F' U R' B2 R
23868,14.08,D' L F2 R' F2 D R' F D2 F R2 B2 U2 R2 U2 B L2 D2
23869,17.38,L' U' B2 L2 F2 U' L2 U B2 U2 F2 L' U F' L2 R' D U F' U'
23870,13.94,U2 R' B D F' D' L' B L D' R2 F2 D' B2 D' R2 D' L2 D
23871,15.49,B D' R2 L' B2 U L F' R D2 F2 D2 R2 F' U2 L2 F2 B L2 F2
23872,16.73,L2 B R2 U2 F' D2 L2 U2 F2 L2 R2 B' U B F' L' U F D' L2
23873,16.39,U' F R2 D' F2 U2 L2 D L2 F2 R2 B2 U R' D2 L U L2 F U2 R2
23874,18.60,B' U F' D F2 U' R' F' R F2 L2 D2 F2 B2 L D2 F2 R2 U
23875,17.91,B U' F2 B2 R F2 D F' L' U F2 U' B2 R2 L2 U B2 D B2 U'
23876,16.36,L2 U2 F R2 B D2 R2 F' D2 F R2 D' B' F2 L2 D' B L' F R'
23877,14.70,U2 L2 D2 L D2 L D2 U2 R D2 L' U' B D2 F' D U' L2 B L' U2
23878,16.80,U L' U B' L2 U2 L D U2 L2 B L2 B U2 B R2 B R2 D2 F R'
23879,13.98,R U' F' U B2 U F2 L2 B2 R2 U B2 U2 B U B2 F2 D L' U
23880,16.21,U2 L U2 L2 F2 D2 R F2 R U2 R' F L2 R' B D2 B' D F'
23881,14.32,D B L' F2 R U2 F L2 U' L' U2 R2 F2 U2 L U2 D2 R2 B2 U2
23882,14.61,B' U2 F2 L2 U2 B2 L D2 F2 R F2 R F2 U' L F' R' F' U B R2
23883,16.57,L2 D B2 L2 U2 F2 L2 U' L2 D R2 D' L' R' D' B' F2 R U2 B F'
23884,18.19,U2 B2 U L' B' R' D2 R2 F' R' F2 B2 L B2 L2 F2 D2 F2 R' B2
23885,17.00,U2 L2 R2 D' R2 D' B2 D F2 U B2 L' B2 U2 B U F L U R'
23886,15.05,F B' R2 U2 L D F' R' L' U2 L' D2 L D2 L' D2 B2 F R
23887,16.37,U2 B F2 U2 L2 F2 D' F2 R2 U R2 D2 F2 B' L2 D2 B' D U R
23888,15.86,B2 U2 R B2 U2 R B2 L' R2 D2 F' R2 B D2 R U R' B2
23889,16.01,L2 B' D2 U2 R2 F' R2 F2 L2 U2 B2 U' B2 R F' U B L' D' U' L2
23890,14.36,B L2 D' L2 U F2 U' B2 F2 R2 F2 R2 U' F' R' U2 B' F2 R'
23891,15.57,B U' R' U' L' B' D R2 F R2 L2 F2 U2 D2 F' L2 F2 R2 D L'
23892,14.64,R U' B U2 F2 D2 U2 L2 B' L2 F' D2 L D' R D2 F' L D'
23893,15.64,L' U' B' D2 U2 B' U2 L2 F2 R2 B' R2 U2 R B R D' U' L' U
23894,12.29,L F2 L D' L B D U2 R' F2 B2 D2 R2 D2 L2 F2 U2 L' D2 F R2
23895,16.83,F' L U2 F U2 R2 F2 L2 R2 U2 L2 B2 D' R2 F' D B L2 F2
23896,16.17,B2 L2 D2 F L2 R2 U2 F' U2 L2 R' F2 D' F U' L2 D F2 L'
23897,13.72,R' B' R2 F U2 B2 U2 L2 U2 F' R2 D2 U' F' L2 R D' U' B' L' B
23898,13.33,D R L' B2 U' F' U' L' F2 R2 L2 U R2 U2 D F2 R2 D' L2 U2
23899,13.64,U2 R2 B L2 B' D2 B' U2 F' D2 L2 R U' F U R' D' B' R D'
23900,13.30,B2 L2 U L2 D R2 D L2 D R2 D' F L' F' U' F D' R D' L'
23901,15.37,U' B2 D F2 L2 F2 L2 F2 U L' D' B2 L2 R' B F' R' B U2
23902,15.59,R2 F L F2 R B' D R B' R2 U2 R2 F2 U2 B' L2 F U2 B2 R2
23903,14.48,F2 D' F2 R2 B2 U' R2 D' B2 R2 D' U2 F' L R' F' L B' D2 F2 U
23904,14.84,D2 R2 U2 B2 U' B2 L2 U2 L2 U R U F2 U B' L' R2 U L' U2
23905,15.85,L2 U B2 D2 F' R2 D2 F' L2 F' L2 U2 B' U' B2 D2 L' D' B L'
23906,14.33,R D R2 B' D2 B' L2 R2 F' R2 B2 L2 U L' D2 L' D2 B' F
23907,14.95,L2 F2 D F2 U L2 B2 D L2 B2 L' D B2 R F L' U2 B D' L'
23908,16.15,R U' R2 F' U D' B2 D L' U2 B2 D2 R2 B D2 L2 F' R2
23909,13.96,R' D F' D2 F D2 F' R2 B' D2 L2 F' R' B' D B' F' R2 D' L'
23910,11.04,L' U B2 F2 R B2 D2 R D2 F2 L2 R' D2 R' D F' R2 F2 R' B' F'
23911,16.63,D B2 R B2 L2 D2 F2 R U2 D' F R2 U L U2 B R'
23912,12.33,B L F2 U' B2 L2 U R2 U2 F2 U R2 D2 L' B' R' U R F2 R D'
23913,16.57,D B' U F' L2 F2 D2 F' D2 B U2 L2 U2 L2 R B' F L2 B' U2 R'
23914,16.02,B' U' F R2 F' L U2 D2 L' B U2 R2 F' L2 F R2 B2 R2
23915,13.99,U2 R2 B2 R2 F2 U' R2 D' L2 U R2 L U' F' R U L' R2 F2 D'
23916,14.46,F U L2 U L2 D' F2 D B2 F2 U' L2 R B D2 B L2 D B2 D
23917,16.06,R B2 R' F' D2 F2 L' B F2 L2 U' F2 D R2 U D2 F2 B2 L2 U2
23918,14.12,B L2 F2 L2 F' R2 B L2 R2 U2 F' U2 R B' F L' D' B U' L2 F2
23919,14.10,R2 U' R2 F2 U' B2 F2 D' F2 D' F2 R2 L U' B' D' L' B2 L' F L'
23920,12.94,F2 U2 B2 R' D2 L' F2 D2 R2 D2 R D F D2 B' L' U R' D F'
23921,15.82,L2 U' F2 R' U2 L' D2 L F2 R' U2 B2 R D R F2 U L2 B L'
23922,13.63,U2 L2 F2 R D2 L B2 D2 R2 U2 R B D B F2 L' D' L R U
23923,19.86,D2 B D2 B2 U2 L2 R2 F' D2 L2 F L' D' B2 L2 D' L' U B F2
23924,16.54,R F2 U' L2 U' B2 U2 F2 L2 D F2 U2 R' D2 B' D' U' F L B R
23925,16.13,L' D2 F' U2 B U F2 R U B2 L2 B2 D R2 U L2 B2 U B2 R'
23926,15.81,R' B2 F' R2 U2 B2 L2 U2 R2 D2 F' D2 L B2 D' U' B D' R F2
23927,15.70,F R2 B2 L2 U2 F D2 L2 B' D2 L2 F L D' L2 D' L2 B D R2 U2
23928,17.81,F R D2 R2 D2 L2 F2 L2 U' R2 D2 F' R D' F' R2 D2 R
23929,14.16,U B2 L2 B' L F D B R L2 U2 B2 L' F2 R U2 L' B2 U2
23930,19.79,U2 B D2 B2 U2 L2 B F2 L2 F2 D2 U R' D' F2 D' R' F' D' U2
23931,15.54,R2 B' D2 B L2 B L2 U2 R2 D2 F U L B' L2 D B' L' U' L F'
23932,14.43,L2 D2 B' U2 B2 R2 F' R2 B R2 F' L' U2 B' R D U B' U' B2
23933,14.40,B2 L2 B2 U F2 D R2 F2 D' F2 R' B D' F2 R' D' F L U R'
23934,13.76,L' U2 F2 L2 D2 R' D2 U2 L2 F U' B L2 D2 U B L B2
23935,12.87,B2 F2 U2 F2 U B2 D' B2 F2 U F' U' L2 R' B' D2 B2 F2 L R
23936,14.80,D B' D' B' L F U R2 B' F2 L D2 L2 D2 R' U2 L F2 D2 F2
23937,17.53,U2 F D' R2 D' R2 F2 D' B2 F2 D B2 U2 R B' U' L' D2 R' F U2
23938,13.33,F L2 U2 R2 F' R2 F' U2 F' L2 F2 R U' L2 B' U F2 D R U B
23939,17.42,R' F D R2 D F2 U' L2 F2 R2 U L2 R' F' L' U2 B2 R2 D' B
23940,14.61,D F D F' U' L' F2 U' R U2 F2 L2 B2 D2 F2 R D2 F2 B2 L'
23941,13.03,U L' B' L2 F2 D U2 L2 F2 U F2 U F2 R D' B' D2 B2 U2 R'
23942,16.55,D' F R L' U2 B D2 F L' D L2 B2 U' B2 U2 R2 U' R2 D' L2 U'
23943,15.04,F' L U' F2 U2 F2 L2 R2 F2 R2 D R2 D' F' R' D' U2 L B U R
23944,15.66,U2 F2 D2 B2 R2 U' B2 R2 D F2 R2 D R' D' B U2 L' D U F D2
23945,14.60,B' D B D L2 D B2 U' R L2 U' R2 B2 U2 R2 F2 L2 D' B2 D'
23946,15.05,U2 L2 D F2 D' F2 L2 U F2 D B2 F D' F L' D U2 B' L U' B'
23947,12.76,F' D B2 L U R B U2 D2 F2 R' B2 L' F2 U2 F2 B2 L2 F' R'
23948,19.65,D2 U2 F' L2 B' L2 F R2 U2 B2 F' L' B R2 F' L2 D R U L2 F2
23949,15.51,F L D2 B2 L B2 U' L F' R2 D2 B D2 B L2 U2 B D2 B' U
23950,14.44,B D R B L2 U' B R F2 U2 B2 R' B2 U2 R' B2 R U2 L B'
23951,16.44,U F R2 U2 F' L2 D2 B' L2 R2 F R F2 L' D' B' U2 F' L2
23952,16.16,B' F2 L D2 L' U2 R2 B2 L B2 R' D2 R' B U F D B' U R2 D'
23953,13.27,L2 B' R D' L U D' F R2 L2 F2 U' R2 U2 F2 D L2 U R2 F'
23954,14.04,B2 D L' U2 F2 L' B2 L' B2 R2 U2 L' F2 R D' F D2 U B L B2
23955,15.71,R' B L U R F2 U2 D L F B2 U' L2 D' B2 L2 D' R2 U B2 L2
23956,14.50,U2 F2 R2 U' R' F L' F U R2 B2 U2 R2 F2 R2 U R2 D' R
23957,15.75,U' F U2 L D2 F2 R2 U2 B2 F2 R' F2 B' D' L' R D B' F2
23958,15.77,D R2 F2 D F2 L2 R2 D B2 U' L2 R2 B D' F' D' B' L' R B R
23959,16.53,R B' L2 U' D2 R' D B' L D B2 R2 U' L2 F2 R2 U F2 U B2 R2
23960,19.66,D B' U' R' U F' D R D2 F D2 F L2 B U2 F' R2 L2
23961,17.02,D' L U' F L' B U' R' U2 F2 U2 R2 F2 D2 L' B2 R' B D2
23962,14.46,U' R L F2 D R2 B' L2 B2 L' D2 B2 L D2 R F2 R U2 B2 F U'
23963,14.38,L' D2 L' D' F R' U2 R F2 L2 D2 B' L2 D2 F' R2 B' L2 F'
23964,16.94,D U2 F2 D2 U2 F L2 B' U2 B2 L2 F U' L' D U2 B2 U2 B U2
23965,16.66,B' R2 U2 L2 U2 B' D2 L2 B' L2 U2 F' L B D' R' F L' D' B' F'
23966,17.29,R F B2 D2 L2 D' F2 U2 L2 F2 R2 D L2 U' B' U' L R' U' L2 B'
23967,15.64,U' R2 D' F2 L2 U2 L2 D' L2 B2 D2 L2 R' B' L' B2 L' B2 F D' B
23968,16.88,U2 L' U F2 D B2 U F2 L2 B2 L2 D B2 L' D' F D' B' L' R2
23969,16.03,B2 L B2 D2 R2 D' L2 U F2 U2 B2 U' R2 B D' B' U2 F U' B'
23970,14.77,U B' L F2 U2 L' U2 B2 D2 R2 B2 R' B2 U L' F2 D2 F' U2 L' F2
23971,15.57,F L D2 F2 D' L2 R2 D B2 D F2 R2 U2 B F2 D2 R B' L R'
23972,13.34,F' L' U' B2 L2 D2 F D2 L2 F' U2 R2 U2 F2 L D R2 F2 U' L' B
23973,13.28,R' B' D L B D2 F R' F2 D L2 U F2 D2 R2 U' R2 B2 R2 L'
23974,12.49,F2 D R2 U B2 U L2 U B2 D2 R2 F' R2 U' B U' R' B R' D'
23975,13.80,D2 F2 L2 U' F2 U L2 D2 U R2 B2 L B' L' F2 D R D' F' D L
23976,13.39,R' L2 F2 U B2 D R2 U B2 R2 D2 R' F' D' B U2 L' U' F U2
23977,16.14,F D' F L' U' R' L' B L' U D F2 D' F2 R2 F2 U2 R2 U' F2 D2
23978,12.90,U D2 R L2 U L2 B L2 B2 U R2 L2 F2 D' R2 D F2 D2 R' D'
23979,15.05,R2 D B L' B2 D B L2 U' D2 B2 D2 L2 F' D2 L2 F U2 B D2
23980,18.73,U' R' F' D2 L D2 B' L' F2 R2 B2 R2 U F2 L2 D2 L2 F2 D' L
23981,17.40,B2 D R2 U' F2 D2 F L' B' L' B2 U2 L' D2 R D2 L' U2 R D2 L
23982,13.09,D2 F' L2 F' L2 F' U2 L2 D2 F R2 L D R2 D2 R' U2 L' F D'
23983,13.93,R' F2 R D2 L' B2 R2 F2 U2 R2 U2 B' L B2 U' L' F2 D B L' B2
23984,13.02,L' D' B U' F R' F2 L' D F2 D2 R2 U2 L2 F2 R2 B L2 F' U2 L
23985,16.50,U L F2 R2 B' U2 F L2 U2 L2 R2 B' U L' D2 R F2 R U
23986,13.21,U R2 F' R D2 R F2 L U2 R F2 L R2 U2 F L2 D' B' U' R2 F'
23987,14.06,D' L2 B2 D B2 U' L2 D2 B2 U' B2 F L F R' D2 L2 B' L F'
23988,19.10,B D' F2 U' B2 D L2 R2 U' R2 L' B2 U' B U' R F' D2 L'
23989,14.44,F B2 L U2 R D2 U2 B2 R' D2 L R F L2 U L' B F' R2 U'
23990,14.77,L2 F' D R D2 F R2 U L2 D2 B' D2 L2 F D2 B D2 F2 L'
23991,16.34,U2 R2 F' L2 F R2 B2 D2 F' L2 U2 L2 U B' D L D2 F D' F
23992,13.88,U2 R' U' F2 D F2 L2 D2 R2 D' U2 F2 R2 U' F D' B2 U F2 L' R
23993,14.86,L F2 B R2 U' F' D' F L' B2 D B2 U' R2 F2 U' F2 D L2 U2 B2
23994,14.48,D' F2 R' L2 U2 R2 U F2 R2 D' F2 L2 F2 U2 B' L D2 F D' U R2
23995,15.97,L2 U2 R U2 B U D B2 L2 B2 R2 U2 B' L2 U2 F' L2 U2 L' B' R'
23996,22.02,R B2 U' L2 D F2 U B2 D' U' L2 F D2 R F2 U B' L D'
23997,16.83,D' B2 L2 B2 D' L2 R2 F2 U F L F U' L F U L' R' F
23998,15.34,R2 D' F2 L2 R2 U' R2 U F2 R2 U' B' D2 U2 F D2 R F' L' F'
23999,15.13,F' D' B2 R2 U B2 U' R2 D' B2 F2 D2 F2 B' L' U2 R F L2 U' B
24000,15.72,L2 D2 L F B U' F U2 L B2 L2 F' L2 F U2 D2 L2 B2 L2 B' U2
24001,17.55,U2 B D' R2 L' D B U' F' L2 F2 D2 R' F2 B2 U2 L' U2 L2
24002,15.70,F L2 D' L' B2 L B2 F2 L F2 R D2 L2 B2 U' L2 F D' L2 R' U'
24003,16.90,B R' U D F2 R F2 U F' U2 F2 B2 L F2 R' U2 R' D2 L' F2
24004,17.22,B R D2 R2 B' D2 L' B U2 B U2 D2 B D2 B U2 D2 L2 D'
24005,11.22,D2 R' U' L B' L B2 L2 U F2 D R2 F2 L2 D2 R2 F2 D2 F
24006,15.71,L' R2 U' R2 D' L2 U F2 L2 B2 R2 U' F2 R' U2 L' D' F' L2 B' U'
24007,15.95,F U2 R2 F2 U' B2 R2 B2 D R2 F2 U' F2 L' D' L2 B2 L B' F' R
24008,17.01,F2 L D2 L2 F' B' D R D L2 F2 U R2 U' L2 U' B2 R2 L2 U B
24009,14.97,U2 F' R U2 L2 D2 L2 B2 D' L2 R2 F2 U F' D B2 D2 L' R' B2
24010,15.01,R' B2 D F B' L U' F R2 D2 F' D2 F' R2 D2 L2 B D2 F' U R2
24011,15.75,F2 D2 L2 B2 F2 U' L2 F2 U R2 D2 L' F' L D2 F U F' R2 U'
24012,15.10,L F2 L U2 B2 L F2 U2 B2 L F' L D' F2 D' F U' R B' F'
